dataset,split,example_idx,setup_id,batch_idx,annotator_id,status,start,end,annotator_group
t2t,test,2,claim-20-diversellama,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-11-diversedeepseek,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-18-diversellama,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-2-diversegemma,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-9-diverseqwen,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-17-diversellama,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-19-diversellama,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-10-diverseqwen,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-3-diversegemma,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-12-diversedeepseek,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-15-diversedeepseek,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-4-diversegemma,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-13-diversedeepseek,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-5-diversegemma,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-1-diversegemma,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-8-diverseqwen,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,2,claim-6-diverseqwen,0,678fd5da7891fe38414d8243,finished,1752835141.0,1752839758.0,0
t2t,test,3,claim-12-lotnlggemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-5-lotnlgdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-19-lotnlgllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-2-lotnlgdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-10-lotnlgqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-20-lotnlgllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-4-lotnlgdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-13-lotnlggemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-21-attention,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-3-lotnlgdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-8-lotnlgqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-6-lotnlgqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-18-lotnlgllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-17-lotnlgllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-14-lotnlggemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-1-lotnlgdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-16-lotnlgllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-15-lotnlggemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-9-lotnlgqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-7-lotnlgqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,3,claim-11-lotnlggemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-14-freshtabgemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-3-freshtabqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-15-freshtabgemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-11-freshtabgemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-19-freshtabllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-7-freshtabdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-12-freshtabgemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-17-freshtabllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-13-freshtabgemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-2-freshtabqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-21-attention,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-4-freshtabqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-1-freshtabqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-6-freshtabdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-5-freshtabqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-20-freshtabllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-18-freshtabllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-10-freshtabdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-16-freshtabllama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-9-freshtabdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,4,claim-8-freshtabdeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-21-attention,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-17-diversellama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-3-diversegemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-6-diverseqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-20-diversellama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-9-diverseqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-5-diversegemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-18-diversellama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-2-diversegemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-19-diversellama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-4-diversegemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-8-diverseqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-15-diversedeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-13-diversedeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-14-diversedeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-16-diversellama,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-10-diverseqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-1-diversegemma,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-11-diversedeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-12-diversedeepseek,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,5,claim-7-diverseqwen,1,6729144ee76e6f1806c073aa,finished,1752825985.0,1752828370.0,0
t2t,test,6,claim-8-lotnlgqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-21-attention,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-20-lotnlgllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-15-lotnlggemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-13-lotnlggemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-14-lotnlggemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-18-lotnlgllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-16-lotnlgllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-17-lotnlgllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-6-lotnlgqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-3-lotnlgdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-2-lotnlgdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-4-lotnlgdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-12-lotnlggemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-5-lotnlgdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-19-lotnlgllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-10-lotnlgqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-7-lotnlgqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-1-lotnlgdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-9-lotnlgqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,6,claim-11-lotnlggemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-13-freshtabgemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-6-freshtabdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-7-freshtabdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-14-freshtabgemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-11-freshtabgemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-8-freshtabdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-5-freshtabqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-18-freshtabllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-20-freshtabllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-9-freshtabdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-16-freshtabllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-21-attention,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-17-freshtabllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-3-freshtabqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-1-freshtabqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-10-freshtabdeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-12-freshtabgemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-4-freshtabqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-19-freshtabllama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-15-freshtabgemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,7,claim-2-freshtabqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-10-diverseqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-1-diversegemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-6-diverseqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-13-diversedeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-21-attention,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-2-diversegemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-4-diversegemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-18-diversellama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-15-diversedeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-19-diversellama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-9-diverseqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-12-diversedeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-20-diversellama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-17-diversellama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-3-diversegemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-14-diversedeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-7-diverseqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-11-diversedeepseek,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-5-diversegemma,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-16-diversellama,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,8,claim-8-diverseqwen,2,67081ef77f9b5aaceef957c0,finished,1752832857.0,1752835992.0,0
t2t,test,9,claim-11-lotnlggemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-9-lotnlgqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-12-lotnlggemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-4-lotnlgdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-1-lotnlgdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-5-lotnlgdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-6-lotnlgqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-20-lotnlgllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-17-lotnlgllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-16-lotnlgllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-14-lotnlggemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-3-lotnlgdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-10-lotnlgqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-13-lotnlggemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-2-lotnlgdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-7-lotnlgqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-15-lotnlggemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-18-lotnlgllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-8-lotnlgqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-21-attention,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,9,claim-19-lotnlgllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-19-freshtabllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-9-freshtabdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-5-freshtabqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-13-freshtabgemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-8-freshtabdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-7-freshtabdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-2-freshtabqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-21-attention,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-6-freshtabdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-11-freshtabgemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-18-freshtabllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-10-freshtabdeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-3-freshtabqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-4-freshtabqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-12-freshtabgemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-1-freshtabqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-14-freshtabgemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-20-freshtabllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-16-freshtabllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-15-freshtabgemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,10,claim-17-freshtabllama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-19-diversellama,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-21-attention,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-7-diverseqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-6-diverseqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-14-diversedeepseek,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-9-diverseqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-1-diversegemma,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
t2t,test,11,claim-8-diverseqwen,3,5718a9c4dd9ef10013df01f0,finished,1752825978.0,1752829125.0,0
